Date_ID,Date,Year,Quarter,Month,Month_No,YearMonth
517,01-06-2023,2023,2023Q2,June,6,2023-06
518,02-06-2023,2023,2023Q2,June,6,2023-06
519,03-06-2023,2023,2023Q2,June,6,2023-06
520,04-06-2023,2023,2023Q2,June,6,2023-06
521,05-06-2023,2023,2023Q2,June,6,2023-06
522,06-06-2023,2023,2023Q2,June,6,2023-06
523,07-06-2023,2023,2023Q2,June,6,2023-06
524,08-06-2023,2023,2023Q2,June,6,2023-06
525,09-06-2023,2023,2023Q2,June,6,2023-06
526,10-06-2023,2023,2023Q2,June,6,2023-06
527,11-06-2023,2023,2023Q2,June,6,2023-06
528,12-06-2023,2023,2023Q2,June,6,2023-06
529,13-06-2023,2023,2023Q2,June,6,2023-06
530,14-06-2023,2023,2023Q2,June,6,2023-06
531,15-06-2023,2023,2023Q2,June,6,2023-06
532,16-06-2023,2023,2023Q2,June,6,2023-06
533,17-06-2023,2023,2023Q2,June,6,2023-06
534,18-06-2023,2023,2023Q2,June,6,2023-06
535,19-06-2023,2023,2023Q2,June,6,2023-06
536,20-06-2023,2023,2023Q2,June,6,2023-06
537,21-06-2023,2023,2023Q2,June,6,2023-06
538,22-06-2023,2023,2023Q2,June,6,2023-06
539,23-06-2023,2023,2023Q2,June,6,2023-06
540,24-06-2023,2023,2023Q2,June,6,2023-06
541,25-06-2023,2023,2023Q2,June,6,2023-06
542,26-06-2023,2023,2023Q2,June,6,2023-06
543,27-06-2023,2023,2023Q2,June,6,2023-06
544,28-06-2023,2023,2023Q2,June,6,2023-06
545,29-06-2023,2023,2023Q2,June,6,2023-06
546,30-06-2023,2023,2023Q2,June,6,2023-06
547,01-07-2023,2023,2023Q3,July,7,2023-07
548,02-07-2023,2023,2023Q3,July,7,2023-07
549,03-07-2023,2023,2023Q3,July,7,2023-07
550,04-07-2023,2023,2023Q3,July,7,2023-07
551,05-07-2023,2023,2023Q3,July,7,2023-07
552,06-07-2023,2023,2023Q3,July,7,2023-07
553,07-07-2023,2023,2023Q3,July,7,2023-07
554,08-07-2023,2023,2023Q3,July,7,2023-07
555,09-07-2023,2023,2023Q3,July,7,2023-07
556,10-07-2023,2023,2023Q3,July,7,2023-07
557,11-07-2023,2023,2023Q3,July,7,2023-07
558,12-07-2023,2023,2023Q3,July,7,2023-07
559,13-07-2023,2023,2023Q3,July,7,2023-07
560,14-07-2023,2023,2023Q3,July,7,2023-07
561,15-07-2023,2023,2023Q3,July,7,2023-07
562,16-07-2023,2023,2023Q3,July,7,2023-07
563,17-07-2023,2023,2023Q3,July,7,2023-07
564,18-07-2023,2023,2023Q3,July,7,2023-07
565,19-07-2023,2023,2023Q3,July,7,2023-07
566,20-07-2023,2023,2023Q3,July,7,2023-07
567,21-07-2023,2023,2023Q3,July,7,2023-07
568,22-07-2023,2023,2023Q3,July,7,2023-07
569,23-07-2023,2023,2023Q3,July,7,2023-07
570,24-07-2023,2023,2023Q3,July,7,2023-07
571,25-07-2023,2023,2023Q3,July,7,2023-07
572,26-07-2023,2023,2023Q3,July,7,2023-07
573,27-07-2023,2023,2023Q3,July,7,2023-07
574,28-07-2023,2023,2023Q3,July,7,2023-07
575,29-07-2023,2023,2023Q3,July,7,2023-07
576,30-07-2023,2023,2023Q3,July,7,2023-07
577,31-07-2023,2023,2023Q3,July,7,2023-07
578,01-08-2023,2023,2023Q3,August,8,2023-08
579,02-08-2023,2023,2023Q3,August,8,2023-08
580,03-08-2023,2023,2023Q3,August,8,2023-08
581,04-08-2023,2023,2023Q3,August,8,2023-08
582,05-08-2023,2023,2023Q3,August,8,2023-08
583,06-08-2023,2023,2023Q3,August,8,2023-08
584,07-08-2023,2023,2023Q3,August,8,2023-08
585,08-08-2023,2023,2023Q3,August,8,2023-08
586,09-08-2023,2023,2023Q3,August,8,2023-08
587,10-08-2023,2023,2023Q3,August,8,2023-08
588,11-08-2023,2023,2023Q3,August,8,2023-08
589,12-08-2023,2023,2023Q3,August,8,2023-08
590,13-08-2023,2023,2023Q3,August,8,2023-08
591,14-08-2023,2023,2023Q3,August,8,2023-08
592,15-08-2023,2023,2023Q3,August,8,2023-08
593,16-08-2023,2023,2023Q3,August,8,2023-08
594,17-08-2023,2023,2023Q3,August,8,2023-08
595,18-08-2023,2023,2023Q3,August,8,2023-08
596,19-08-2023,2023,2023Q3,August,8,2023-08
597,20-08-2023,2023,2023Q3,August,8,2023-08
598,21-08-2023,2023,2023Q3,August,8,2023-08
599,22-08-2023,2023,2023Q3,August,8,2023-08
600,23-08-2023,2023,2023Q3,August,8,2023-08
601,24-08-2023,2023,2023Q3,August,8,2023-08
602,25-08-2023,2023,2023Q3,August,8,2023-08
603,26-08-2023,2023,2023Q3,August,8,2023-08
604,27-08-2023,2023,2023Q3,August,8,2023-08
605,28-08-2023,2023,2023Q3,August,8,2023-08
606,29-08-2023,2023,2023Q3,August,8,2023-08
607,30-08-2023,2023,2023Q3,August,8,2023-08
608,31-08-2023,2023,2023Q3,August,8,2023-08
609,01-09-2023,2023,2023Q3,September,9,2023-09
610,02-09-2023,2023,2023Q3,September,9,2023-09
611,03-09-2023,2023,2023Q3,September,9,2023-09
612,04-09-2023,2023,2023Q3,September,9,2023-09
613,05-09-2023,2023,2023Q3,September,9,2023-09
614,06-09-2023,2023,2023Q3,September,9,2023-09
615,07-09-2023,2023,2023Q3,September,9,2023-09
616,08-09-2023,2023,2023Q3,September,9,2023-09
617,09-09-2023,2023,2023Q3,September,9,2023-09
618,10-09-2023,2023,2023Q3,September,9,2023-09
619,11-09-2023,2023,2023Q3,September,9,2023-09
620,12-09-2023,2023,2023Q3,September,9,2023-09
621,13-09-2023,2023,2023Q3,September,9,2023-09
622,14-09-2023,2023,2023Q3,September,9,2023-09
623,15-09-2023,2023,2023Q3,September,9,2023-09
624,16-09-2023,2023,2023Q3,September,9,2023-09
625,17-09-2023,2023,2023Q3,September,9,2023-09
626,18-09-2023,2023,2023Q3,September,9,2023-09
627,19-09-2023,2023,2023Q3,September,9,2023-09
628,20-09-2023,2023,2023Q3,September,9,2023-09
629,21-09-2023,2023,2023Q3,September,9,2023-09
630,22-09-2023,2023,2023Q3,September,9,2023-09
631,23-09-2023,2023,2023Q3,September,9,2023-09
632,24-09-2023,2023,2023Q3,September,9,2023-09
633,25-09-2023,2023,2023Q3,September,9,2023-09
634,26-09-2023,2023,2023Q3,September,9,2023-09
635,27-09-2023,2023,2023Q3,September,9,2023-09
636,28-09-2023,2023,2023Q3,September,9,2023-09
637,29-09-2023,2023,2023Q3,September,9,2023-09
638,30-09-2023,2023,2023Q3,September,9,2023-09
639,01-10-2023,2023,2023Q4,October,10,2023-10
640,02-10-2023,2023,2023Q4,October,10,2023-10
641,03-10-2023,2023,2023Q4,October,10,2023-10
642,04-10-2023,2023,2023Q4,October,10,2023-10
643,05-10-2023,2023,2023Q4,October,10,2023-10
644,06-10-2023,2023,2023Q4,October,10,2023-10
645,07-10-2023,2023,2023Q4,October,10,2023-10
646,08-10-2023,2023,2023Q4,October,10,2023-10
647,09-10-2023,2023,2023Q4,October,10,2023-10
648,10-10-2023,2023,2023Q4,October,10,2023-10
649,11-10-2023,2023,2023Q4,October,10,2023-10
650,12-10-2023,2023,2023Q4,October,10,2023-10
651,13-10-2023,2023,2023Q4,October,10,2023-10
652,14-10-2023,2023,2023Q4,October,10,2023-10
653,15-10-2023,2023,2023Q4,October,10,2023-10
654,16-10-2023,2023,2023Q4,October,10,2023-10
655,17-10-2023,2023,2023Q4,October,10,2023-10
656,18-10-2023,2023,2023Q4,October,10,2023-10
657,19-10-2023,2023,2023Q4,October,10,2023-10
658,20-10-2023,2023,2023Q4,October,10,2023-10
659,21-10-2023,2023,2023Q4,October,10,2023-10
660,22-10-2023,2023,2023Q4,October,10,2023-10
661,23-10-2023,2023,2023Q4,October,10,2023-10
662,24-10-2023,2023,2023Q4,October,10,2023-10
663,25-10-2023,2023,2023Q4,October,10,2023-10
664,26-10-2023,2023,2023Q4,October,10,2023-10
665,27-10-2023,2023,2023Q4,October,10,2023-10
666,28-10-2023,2023,2023Q4,October,10,2023-10
667,29-10-2023,2023,2023Q4,October,10,2023-10
668,30-10-2023,2023,2023Q4,October,10,2023-10
669,31-10-2023,2023,2023Q4,October,10,2023-10
670,01-11-2023,2023,2023Q4,November,11,2023-11
671,02-11-2023,2023,2023Q4,November,11,2023-11
672,03-11-2023,2023,2023Q4,November,11,2023-11
673,04-11-2023,2023,2023Q4,November,11,2023-11
674,05-11-2023,2023,2023Q4,November,11,2023-11
675,06-11-2023,2023,2023Q4,November,11,2023-11
676,07-11-2023,2023,2023Q4,November,11,2023-11
677,08-11-2023,2023,2023Q4,November,11,2023-11
678,09-11-2023,2023,2023Q4,November,11,2023-11
679,10-11-2023,2023,2023Q4,November,11,2023-11
680,11-11-2023,2023,2023Q4,November,11,2023-11
681,12-11-2023,2023,2023Q4,November,11,2023-11
682,13-11-2023,2023,2023Q4,November,11,2023-11
683,14-11-2023,2023,2023Q4,November,11,2023-11
684,15-11-2023,2023,2023Q4,November,11,2023-11
685,16-11-2023,2023,2023Q4,November,11,2023-11
686,17-11-2023,2023,2023Q4,November,11,2023-11
687,18-11-2023,2023,2023Q4,November,11,2023-11
688,19-11-2023,2023,2023Q4,November,11,2023-11
689,20-11-2023,2023,2023Q4,November,11,2023-11
690,21-11-2023,2023,2023Q4,November,11,2023-11
691,22-11-2023,2023,2023Q4,November,11,2023-11
692,23-11-2023,2023,2023Q4,November,11,2023-11
693,24-11-2023,2023,2023Q4,November,11,2023-11
694,25-11-2023,2023,2023Q4,November,11,2023-11
695,26-11-2023,2023,2023Q4,November,11,2023-11
696,27-11-2023,2023,2023Q4,November,11,2023-11
697,28-11-2023,2023,2023Q4,November,11,2023-11
698,29-11-2023,2023,2023Q4,November,11,2023-11
699,30-11-2023,2023,2023Q4,November,11,2023-11
700,01-12-2023,2023,2023Q4,December,12,2023-12
701,02-12-2023,2023,2023Q4,December,12,2023-12
702,03-12-2023,2023,2023Q4,December,12,2023-12
703,04-12-2023,2023,2023Q4,December,12,2023-12
704,05-12-2023,2023,2023Q4,December,12,2023-12
705,06-12-2023,2023,2023Q4,December,12,2023-12
706,07-12-2023,2023,2023Q4,December,12,2023-12
707,08-12-2023,2023,2023Q4,December,12,2023-12
708,09-12-2023,2023,2023Q4,December,12,2023-12
709,10-12-2023,2023,2023Q4,December,12,2023-12
710,11-12-2023,2023,2023Q4,December,12,2023-12
711,12-12-2023,2023,2023Q4,December,12,2023-12
712,13-12-2023,2023,2023Q4,December,12,2023-12
713,14-12-2023,2023,2023Q4,December,12,2023-12
714,15-12-2023,2023,2023Q4,December,12,2023-12
715,16-12-2023,2023,2023Q4,December,12,2023-12
716,17-12-2023,2023,2023Q4,December,12,2023-12
717,18-12-2023,2023,2023Q4,December,12,2023-12
718,19-12-2023,2023,2023Q4,December,12,2023-12
719,20-12-2023,2023,2023Q4,December,12,2023-12
720,21-12-2023,2023,2023Q4,December,12,2023-12
721,22-12-2023,2023,2023Q4,December,12,2023-12
722,23-12-2023,2023,2023Q4,December,12,2023-12
723,24-12-2023,2023,2023Q4,December,12,2023-12
724,25-12-2023,2023,2023Q4,December,12,2023-12
725,26-12-2023,2023,2023Q4,December,12,2023-12
726,27-12-2023,2023,2023Q4,December,12,2023-12
727,28-12-2023,2023,2023Q4,December,12,2023-12
728,29-12-2023,2023,2023Q4,December,12,2023-12
729,30-12-2023,2023,2023Q4,December,12,2023-12
730,31-12-2023,2023,2023Q4,December,12,2023-12
731,01-01-2024,2024,2024Q1,January,1,2024-01
732,02-01-2024,2024,2024Q1,January,1,2024-01
733,03-01-2024,2024,2024Q1,January,1,2024-01
734,04-01-2024,2024,2024Q1,January,1,2024-01
735,05-01-2024,2024,2024Q1,January,1,2024-01
736,06-01-2024,2024,2024Q1,January,1,2024-01
737,07-01-2024,2024,2024Q1,January,1,2024-01
738,08-01-2024,2024,2024Q1,January,1,2024-01
739,09-01-2024,2024,2024Q1,January,1,2024-01
740,10-01-2024,2024,2024Q1,January,1,2024-01
741,11-01-2024,2024,2024Q1,January,1,2024-01
742,12-01-2024,2024,2024Q1,January,1,2024-01
743,13-01-2024,2024,2024Q1,January,1,2024-01
744,14-01-2024,2024,2024Q1,January,1,2024-01
745,15-01-2024,2024,2024Q1,January,1,2024-01
746,16-01-2024,2024,2024Q1,January,1,2024-01
747,17-01-2024,2024,2024Q1,January,1,2024-01
748,18-01-2024,2024,2024Q1,January,1,2024-01
749,19-01-2024,2024,2024Q1,January,1,2024-01
750,20-01-2024,2024,2024Q1,January,1,2024-01
751,21-01-2024,2024,2024Q1,January,1,2024-01
752,22-01-2024,2024,2024Q1,January,1,2024-01
753,23-01-2024,2024,2024Q1,January,1,2024-01
754,24-01-2024,2024,2024Q1,January,1,2024-01
755,25-01-2024,2024,2024Q1,January,1,2024-01
756,26-01-2024,2024,2024Q1,January,1,2024-01
757,27-01-2024,2024,2024Q1,January,1,2024-01
758,28-01-2024,2024,2024Q1,January,1,2024-01
759,29-01-2024,2024,2024Q1,January,1,2024-01
760,30-01-2024,2024,2024Q1,January,1,2024-01
761,31-01-2024,2024,2024Q1,January,1,2024-01
762,01-02-2024,2024,2024Q1,February,2,2024-02
763,02-02-2024,2024,2024Q1,February,2,2024-02
764,03-02-2024,2024,2024Q1,February,2,2024-02
765,04-02-2024,2024,2024Q1,February,2,2024-02
766,05-02-2024,2024,2024Q1,February,2,2024-02
767,06-02-2024,2024,2024Q1,February,2,2024-02
768,07-02-2024,2024,2024Q1,February,2,2024-02
769,08-02-2024,2024,2024Q1,February,2,2024-02
770,09-02-2024,2024,2024Q1,February,2,2024-02
771,10-02-2024,2024,2024Q1,February,2,2024-02
772,11-02-2024,2024,2024Q1,February,2,2024-02
773,12-02-2024,2024,2024Q1,February,2,2024-02
774,13-02-2024,2024,2024Q1,February,2,2024-02
775,14-02-2024,2024,2024Q1,February,2,2024-02
776,15-02-2024,2024,2024Q1,February,2,2024-02
777,16-02-2024,2024,2024Q1,February,2,2024-02
778,17-02-2024,2024,2024Q1,February,2,2024-02
779,18-02-2024,2024,2024Q1,February,2,2024-02
780,19-02-2024,2024,2024Q1,February,2,2024-02
781,20-02-2024,2024,2024Q1,February,2,2024-02
782,21-02-2024,2024,2024Q1,February,2,2024-02
783,22-02-2024,2024,2024Q1,February,2,2024-02
784,23-02-2024,2024,2024Q1,February,2,2024-02
785,24-02-2024,2024,2024Q1,February,2,2024-02
786,25-02-2024,2024,2024Q1,February,2,2024-02
787,26-02-2024,2024,2024Q1,February,2,2024-02
788,27-02-2024,2024,2024Q1,February,2,2024-02
789,28-02-2024,2024,2024Q1,February,2,2024-02
790,29-02-2024,2024,2024Q1,February,2,2024-02
791,01-03-2024,2024,2024Q1,March,3,2024-03
792,02-03-2024,2024,2024Q1,March,3,2024-03
793,03-03-2024,2024,2024Q1,March,3,2024-03
794,04-03-2024,2024,2024Q1,March,3,2024-03
795,05-03-2024,2024,2024Q1,March,3,2024-03
796,06-03-2024,2024,2024Q1,March,3,2024-03
797,07-03-2024,2024,2024Q1,March,3,2024-03
798,08-03-2024,2024,2024Q1,March,3,2024-03
799,09-03-2024,2024,2024Q1,March,3,2024-03
800,10-03-2024,2024,2024Q1,March,3,2024-03
801,11-03-2024,2024,2024Q1,March,3,2024-03
802,12-03-2024,2024,2024Q1,March,3,2024-03
803,13-03-2024,2024,2024Q1,March,3,2024-03
804,14-03-2024,2024,2024Q1,March,3,2024-03
805,15-03-2024,2024,2024Q1,March,3,2024-03
806,16-03-2024,2024,2024Q1,March,3,2024-03
807,17-03-2024,2024,2024Q1,March,3,2024-03
808,18-03-2024,2024,2024Q1,March,3,2024-03
809,19-03-2024,2024,2024Q1,March,3,2024-03
810,20-03-2024,2024,2024Q1,March,3,2024-03
811,21-03-2024,2024,2024Q1,March,3,2024-03
812,22-03-2024,2024,2024Q1,March,3,2024-03
813,23-03-2024,2024,2024Q1,March,3,2024-03
814,24-03-2024,2024,2024Q1,March,3,2024-03
815,25-03-2024,2024,2024Q1,March,3,2024-03
816,26-03-2024,2024,2024Q1,March,3,2024-03
817,27-03-2024,2024,2024Q1,March,3,2024-03
818,28-03-2024,2024,2024Q1,March,3,2024-03
819,29-03-2024,2024,2024Q1,March,3,2024-03
820,30-03-2024,2024,2024Q1,March,3,2024-03
821,31-03-2024,2024,2024Q1,March,3,2024-03
822,01-04-2024,2024,2024Q2,April,4,2024-04
823,02-04-2024,2024,2024Q2,April,4,2024-04
824,03-04-2024,2024,2024Q2,April,4,2024-04
825,04-04-2024,2024,2024Q2,April,4,2024-04
826,05-04-2024,2024,2024Q2,April,4,2024-04
827,06-04-2024,2024,2024Q2,April,4,2024-04
828,07-04-2024,2024,2024Q2,April,4,2024-04
829,08-04-2024,2024,2024Q2,April,4,2024-04
830,09-04-2024,2024,2024Q2,April,4,2024-04
831,10-04-2024,2024,2024Q2,April,4,2024-04
832,11-04-2024,2024,2024Q2,April,4,2024-04
833,12-04-2024,2024,2024Q2,April,4,2024-04
834,13-04-2024,2024,2024Q2,April,4,2024-04
835,14-04-2024,2024,2024Q2,April,4,2024-04
836,15-04-2024,2024,2024Q2,April,4,2024-04
837,16-04-2024,2024,2024Q2,April,4,2024-04
838,17-04-2024,2024,2024Q2,April,4,2024-04
839,18-04-2024,2024,2024Q2,April,4,2024-04
840,19-04-2024,2024,2024Q2,April,4,2024-04
841,20-04-2024,2024,2024Q2,April,4,2024-04
842,21-04-2024,2024,2024Q2,April,4,2024-04
843,22-04-2024,2024,2024Q2,April,4,2024-04
844,23-04-2024,2024,2024Q2,April,4,2024-04
845,24-04-2024,2024,2024Q2,April,4,2024-04
846,25-04-2024,2024,2024Q2,April,4,2024-04
847,26-04-2024,2024,2024Q2,April,4,2024-04
848,27-04-2024,2024,2024Q2,April,4,2024-04
849,28-04-2024,2024,2024Q2,April,4,2024-04
850,29-04-2024,2024,2024Q2,April,4,2024-04
851,30-04-2024,2024,2024Q2,April,4,2024-04
852,01-05-2024,2024,2024Q2,May,5,2024-05
853,02-05-2024,2024,2024Q2,May,5,2024-05
854,03-05-2024,2024,2024Q2,May,5,2024-05
855,04-05-2024,2024,2024Q2,May,5,2024-05
856,05-05-2024,2024,2024Q2,May,5,2024-05
857,06-05-2024,2024,2024Q2,May,5,2024-05
858,07-05-2024,2024,2024Q2,May,5,2024-05
859,08-05-2024,2024,2024Q2,May,5,2024-05
860,09-05-2024,2024,2024Q2,May,5,2024-05
861,10-05-2024,2024,2024Q2,May,5,2024-05
862,11-05-2024,2024,2024Q2,May,5,2024-05
863,12-05-2024,2024,2024Q2,May,5,2024-05
864,13-05-2024,2024,2024Q2,May,5,2024-05
865,14-05-2024,2024,2024Q2,May,5,2024-05
866,15-05-2024,2024,2024Q2,May,5,2024-05
867,16-05-2024,2024,2024Q2,May,5,2024-05
868,17-05-2024,2024,2024Q2,May,5,2024-05
869,18-05-2024,2024,2024Q2,May,5,2024-05
870,19-05-2024,2024,2024Q2,May,5,2024-05
871,20-05-2024,2024,2024Q2,May,5,2024-05
872,21-05-2024,2024,2024Q2,May,5,2024-05
873,22-05-2024,2024,2024Q2,May,5,2024-05
874,23-05-2024,2024,2024Q2,May,5,2024-05
875,24-05-2024,2024,2024Q2,May,5,2024-05
876,25-05-2024,2024,2024Q2,May,5,2024-05
877,26-05-2024,2024,2024Q2,May,5,2024-05
878,27-05-2024,2024,2024Q2,May,5,2024-05
879,28-05-2024,2024,2024Q2,May,5,2024-05
880,29-05-2024,2024,2024Q2,May,5,2024-05
881,30-05-2024,2024,2024Q2,May,5,2024-05
882,31-05-2024,2024,2024Q2,May,5,2024-05
883,01-06-2024,2024,2024Q2,June,6,2024-06
884,02-06-2024,2024,2024Q2,June,6,2024-06
885,03-06-2024,2024,2024Q2,June,6,2024-06
886,04-06-2024,2024,2024Q2,June,6,2024-06
887,05-06-2024,2024,2024Q2,June,6,2024-06
888,06-06-2024,2024,2024Q2,June,6,2024-06
889,07-06-2024,2024,2024Q2,June,6,2024-06
890,08-06-2024,2024,2024Q2,June,6,2024-06
891,09-06-2024,2024,2024Q2,June,6,2024-06
892,10-06-2024,2024,2024Q2,June,6,2024-06
893,11-06-2024,2024,2024Q2,June,6,2024-06
894,12-06-2024,2024,2024Q2,June,6,2024-06
895,13-06-2024,2024,2024Q2,June,6,2024-06
896,14-06-2024,2024,2024Q2,June,6,2024-06
897,15-06-2024,2024,2024Q2,June,6,2024-06
898,16-06-2024,2024,2024Q2,June,6,2024-06
899,17-06-2024,2024,2024Q2,June,6,2024-06
900,18-06-2024,2024,2024Q2,June,6,2024-06
901,19-06-2024,2024,2024Q2,June,6,2024-06
902,20-06-2024,2024,2024Q2,June,6,2024-06
903,21-06-2024,2024,2024Q2,June,6,2024-06
904,22-06-2024,2024,2024Q2,June,6,2024-06
905,23-06-2024,2024,2024Q2,June,6,2024-06
906,24-06-2024,2024,2024Q2,June,6,2024-06
907,25-06-2024,2024,2024Q2,June,6,2024-06
908,26-06-2024,2024,2024Q2,June,6,2024-06
909,27-06-2024,2024,2024Q2,June,6,2024-06
910,28-06-2024,2024,2024Q2,June,6,2024-06
911,29-06-2024,2024,2024Q2,June,6,2024-06
912,30-06-2024,2024,2024Q2,June,6,2024-06
913,01-07-2024,2024,2024Q3,July,7,2024-07
914,02-07-2024,2024,2024Q3,July,7,2024-07
915,03-07-2024,2024,2024Q3,July,7,2024-07
916,04-07-2024,2024,2024Q3,July,7,2024-07
917,05-07-2024,2024,2024Q3,July,7,2024-07
918,06-07-2024,2024,2024Q3,July,7,2024-07
919,07-07-2024,2024,2024Q3,July,7,2024-07
920,08-07-2024,2024,2024Q3,July,7,2024-07
921,09-07-2024,2024,2024Q3,July,7,2024-07
922,10-07-2024,2024,2024Q3,July,7,2024-07
923,11-07-2024,2024,2024Q3,July,7,2024-07
924,12-07-2024,2024,2024Q3,July,7,2024-07
925,13-07-2024,2024,2024Q3,July,7,2024-07
926,14-07-2024,2024,2024Q3,July,7,2024-07
927,15-07-2024,2024,2024Q3,July,7,2024-07
928,16-07-2024,2024,2024Q3,July,7,2024-07
929,17-07-2024,2024,2024Q3,July,7,2024-07
930,18-07-2024,2024,2024Q3,July,7,2024-07
931,19-07-2024,2024,2024Q3,July,7,2024-07
932,20-07-2024,2024,2024Q3,July,7,2024-07
933,21-07-2024,2024,2024Q3,July,7,2024-07
934,22-07-2024,2024,2024Q3,July,7,2024-07
935,23-07-2024,2024,2024Q3,July,7,2024-07
936,24-07-2024,2024,2024Q3,July,7,2024-07
937,25-07-2024,2024,2024Q3,July,7,2024-07
938,26-07-2024,2024,2024Q3,July,7,2024-07
939,27-07-2024,2024,2024Q3,July,7,2024-07
940,28-07-2024,2024,2024Q3,July,7,2024-07
941,29-07-2024,2024,2024Q3,July,7,2024-07
942,30-07-2024,2024,2024Q3,July,7,2024-07
943,31-07-2024,2024,2024Q3,July,7,2024-07
944,01-08-2024,2024,2024Q3,August,8,2024-08
945,02-08-2024,2024,2024Q3,August,8,2024-08
946,03-08-2024,2024,2024Q3,August,8,2024-08
947,04-08-2024,2024,2024Q3,August,8,2024-08
948,05-08-2024,2024,2024Q3,August,8,2024-08
949,06-08-2024,2024,2024Q3,August,8,2024-08
950,07-08-2024,2024,2024Q3,August,8,2024-08
951,08-08-2024,2024,2024Q3,August,8,2024-08
952,09-08-2024,2024,2024Q3,August,8,2024-08
953,10-08-2024,2024,2024Q3,August,8,2024-08
954,11-08-2024,2024,2024Q3,August,8,2024-08
955,12-08-2024,2024,2024Q3,August,8,2024-08
956,13-08-2024,2024,2024Q3,August,8,2024-08
957,14-08-2024,2024,2024Q3,August,8,2024-08
958,15-08-2024,2024,2024Q3,August,8,2024-08
959,16-08-2024,2024,2024Q3,August,8,2024-08
960,17-08-2024,2024,2024Q3,August,8,2024-08
961,18-08-2024,2024,2024Q3,August,8,2024-08
962,19-08-2024,2024,2024Q3,August,8,2024-08
963,20-08-2024,2024,2024Q3,August,8,2024-08
964,21-08-2024,2024,2024Q3,August,8,2024-08
965,22-08-2024,2024,2024Q3,August,8,2024-08
966,23-08-2024,2024,2024Q3,August,8,2024-08
967,24-08-2024,2024,2024Q3,August,8,2024-08
968,25-08-2024,2024,2024Q3,August,8,2024-08
969,26-08-2024,2024,2024Q3,August,8,2024-08
970,27-08-2024,2024,2024Q3,August,8,2024-08
971,28-08-2024,2024,2024Q3,August,8,2024-08
972,29-08-2024,2024,2024Q3,August,8,2024-08
973,30-08-2024,2024,2024Q3,August,8,2024-08
974,31-08-2024,2024,2024Q3,August,8,2024-08
975,01-09-2024,2024,2024Q3,September,9,2024-09
976,02-09-2024,2024,2024Q3,September,9,2024-09
977,03-09-2024,2024,2024Q3,September,9,2024-09
978,04-09-2024,2024,2024Q3,September,9,2024-09
979,05-09-2024,2024,2024Q3,September,9,2024-09
980,06-09-2024,2024,2024Q3,September,9,2024-09
981,07-09-2024,2024,2024Q3,September,9,2024-09
982,08-09-2024,2024,2024Q3,September,9,2024-09
983,09-09-2024,2024,2024Q3,September,9,2024-09
984,10-09-2024,2024,2024Q3,September,9,2024-09
985,11-09-2024,2024,2024Q3,September,9,2024-09
986,12-09-2024,2024,2024Q3,September,9,2024-09
987,13-09-2024,2024,2024Q3,September,9,2024-09
988,14-09-2024,2024,2024Q3,September,9,2024-09
989,15-09-2024,2024,2024Q3,September,9,2024-09
990,16-09-2024,2024,2024Q3,September,9,2024-09
991,17-09-2024,2024,2024Q3,September,9,2024-09
992,18-09-2024,2024,2024Q3,September,9,2024-09
993,19-09-2024,2024,2024Q3,September,9,2024-09
994,20-09-2024,2024,2024Q3,September,9,2024-09
995,21-09-2024,2024,2024Q3,September,9,2024-09
996,22-09-2024,2024,2024Q3,September,9,2024-09
997,23-09-2024,2024,2024Q3,September,9,2024-09
998,24-09-2024,2024,2024Q3,September,9,2024-09
999,25-09-2024,2024,2024Q3,September,9,2024-09
1000,26-09-2024,2024,2024Q3,September,9,2024-09
1001,27-09-2024,2024,2024Q3,September,9,2024-09
1002,28-09-2024,2024,2024Q3,September,9,2024-09
1003,29-09-2024,2024,2024Q3,September,9,2024-09
1004,30-09-2024,2024,2024Q3,September,9,2024-09
1005,01-10-2024,2024,2024Q4,October,10,2024-10
1006,02-10-2024,2024,2024Q4,October,10,2024-10
1007,03-10-2024,2024,2024Q4,October,10,2024-10
1008,04-10-2024,2024,2024Q4,October,10,2024-10
1009,05-10-2024,2024,2024Q4,October,10,2024-10
1010,06-10-2024,2024,2024Q4,October,10,2024-10
1011,07-10-2024,2024,2024Q4,October,10,2024-10
1012,08-10-2024,2024,2024Q4,October,10,2024-10
1013,09-10-2024,2024,2024Q4,October,10,2024-10
1014,10-10-2024,2024,2024Q4,October,10,2024-10
1015,11-10-2024,2024,2024Q4,October,10,2024-10
1016,12-10-2024,2024,2024Q4,October,10,2024-10
1017,13-10-2024,2024,2024Q4,October,10,2024-10
1018,14-10-2024,2024,2024Q4,October,10,2024-10
1019,15-10-2024,2024,2024Q4,October,10,2024-10
1020,16-10-2024,2024,2024Q4,October,10,2024-10
1021,17-10-2024,2024,2024Q4,October,10,2024-10
1022,18-10-2024,2024,2024Q4,October,10,2024-10
1023,19-10-2024,2024,2024Q4,October,10,2024-10
1024,20-10-2024,2024,2024Q4,October,10,2024-10
1025,21-10-2024,2024,2024Q4,October,10,2024-10
1026,22-10-2024,2024,2024Q4,October,10,2024-10
1027,23-10-2024,2024,2024Q4,October,10,2024-10
1028,24-10-2024,2024,2024Q4,October,10,2024-10
1029,25-10-2024,2024,2024Q4,October,10,2024-10
1030,26-10-2024,2024,2024Q4,October,10,2024-10
1031,27-10-2024,2024,2024Q4,October,10,2024-10
1032,28-10-2024,2024,2024Q4,October,10,2024-10
