Transaction_ID,Date_ID,City_ID,Area_ID,Property_ID,Area_SqFt,Days_on_Market,Listing_Status,Demand_Score,Supply_Score,Risk_Score_Base,Price_per_SqFt,Property_Price,Rental_Income_Monthly
2839,871,7,40,4,4364,59,Sold,44,95,35,16305,7058055,140338
2840,515,8,40,5,4209,110,Sold,36,97,47,17582,5645364,127592
2841,820,2,36,1,3986,115,Sold,78,56,16,15649,6852385,255393
2842,580,6,23,1,3320,98,Sold,31,87,50,16030,5915391,112382
2843,490,1,25,1,4053,65,Sold,93,27,10,17007,5540054,383535
2844,118,8,3,3,3221,189,Sold,31,93,39,18071,4002700,96804
2845,128,8,34,2,4590,159,Sold,30,94,45,18016,4043654,160237
2846,900,6,14,4,4389,10,Sold,42,97,37,18080,7179567,153194
2847,308,8,20,5,3898,180,Sold,31,84,46,15016,4795679,125874
2848,586,4,12,3,3548,169,Sold,74,56,22,16250,5943744,263249
2849,896,6,28,3,4123,102,Sold,40,96,42,16181,7163366,128003
2850,338,3,21,5,4465,184,Sold,63,71,20,17711,4930693,246854
2851,748,8,14,3,4955,89,Active,39,80,58,15541,6564806,170085
2852,591,7,4,3,4179,44,Sold,31,84,39,15608,5963546,138617
2853,40,8,31,5,3892,90,Sold,30,99,49,15714,3675967,118395
2854,795,2,35,2,3814,182,Sold,73,60,19,17906,6757875,248270
2855,653,7,40,1,4509,94,Active,37,81,51,16844,6215571,142466
2856,226,3,6,5,3149,39,Active,62,85,26,17190,4445994,163345
2857,901,3,12,1,3731,167,Sold,53,87,19,16085,7180918,240814
2858,192,8,2,1,4140,125,Sold,40,84,58,16028,4305580,137158
2859,783,3,16,1,4055,15,Sold,63,84,23,15935,6699369,200583
2860,690,5,15,2,4707,23,Sold,40,89,54,17508,6357335,161055
2861,9,3,6,4,4696,127,Sold,57,71,22,16621,3540054,250549
2862,812,1,26,2,4232,32,Sold,89,19,6,15437,6820882,438001
2863,777,3,22,4,3947,18,Sold,63,74,21,17697,6675067,261083
2864,737,1,15,3,4981,139,Sold,97,24,9,16687,6529702,595454
2865,110,3,24,4,3594,189,Active,58,77,21,17170,3968496,232178
2866,331,2,29,5,4621,161,Sold,74,55,15,15611,4899639,324842
2867,178,7,12,5,3203,198,Active,32,93,59,17693,4242124,101772
2868,44,5,19,2,4066,164,Sold,44,80,37,18039,3697569,145644
2869,560,8,31,2,3227,98,Active,43,86,39,17183,5829882,108666
2870,344,2,34,1,3547,194,Sold,78,57,16,15486,4957245,198602
2871,171,3,4,4,4027,50,Active,59,76,27,15952,4216921,199456
2872,783,3,27,2,4011,149,Sold,61,71,22,15210,6704320,258539
2873,1055,1,22,2,4160,56,Active,95,21,9,16414,7833483,539022
2874,536,6,27,5,3635,173,Sold,41,89,44,18298,5731773,129588
2875,814,7,13,4,4125,198,Active,36,84,46,17637,6828982,132330
2876,462,2,16,2,4065,124,Sold,84,48,17,16073,5424392,218739
2877,977,2,24,1,3416,132,Sold,83,62,18,15011,7490549,186571
2878,848,4,3,4,4972,95,Active,70,66,16,15243,6974347,352182
2879,909,8,37,3,3212,153,Sold,38,99,53,15626,7211971,113011
2880,141,7,37,2,4064,95,Sold,33,88,45,16360,4093159,132893
2881,315,6,25,3,4462,105,Active,41,89,43,16956,4828982,134351
2882,879,1,37,2,4222,198,Sold,95,28,9,15300,7094959,387917
2883,13,3,27,2,4105,10,Active,55,74,21,17364,3558055,278391
2884,44,4,23,3,4003,60,Active,71,61,15,17314,3696669,222767
2885,851,4,4,5,4546,63,Active,74,53,19,17978,6993699,356947
2886,575,7,10,5,4713,159,Sold,32,84,49,17354,5895589,144633
2887,217,2,29,2,3825,67,Sold,75,63,12,15655,4413591,226945
2888,137,6,7,2,3599,125,Active,39,86,56,18069,4073807,111663
2889,521,1,33,2,4509,20,Active,90,21,6,15941,5667866,452298
2890,257,6,24,1,3796,10,Sold,32,84,59,16010,4577857,129292
2891,873,2,11,3,4950,168,Active,82,63,18,16636,7071107,285225
2892,868,2,25,3,4291,16,Active,75,45,13,15602,7050855,295348
2893,785,7,28,5,4762,142,Sold,37,99,36,16567,6714671,147327
2894,670,6,14,4,4943,148,Active,34,87,48,16844,6270927,157731
2895,613,6,39,5,4631,77,Active,34,83,44,17847,6047254,140653
2896,9,8,6,4,4743,121,Sold,40,87,37,16037,3539603,163899
2897,439,4,11,5,3664,41,Sold,72,55,21,15278,5333033,281795
2898,158,8,29,4,4179,191,Sold,31,83,49,16255,4164716,140782
2899,1088,3,11,5,4787,169,Sold,57,88,21,18149,7963996,291785
2900,63,6,31,1,3421,117,Sold,42,93,48,15532,3779477,121794
2901,98,1,3,1,4622,169,Sold,92,33,7,18061,3909990,472992
2902,117,1,38,2,3075,170,Active,94,21,9,15686,3995499,305932
2903,710,8,38,4,4768,104,Sold,39,89,38,17285,6426192,153177
2904,783,4,23,4,4269,102,Sold,78,51,15,15137,6702970,243173
2905,385,6,33,2,3923,101,Sold,36,89,43,18183,5121512,134363
2906,333,5,39,3,3782,165,Active,40,96,46,18334,4909540,130192
2907,766,4,37,1,4941,55,Sold,73,55,23,17512,6635013,413851
2908,638,8,3,4,4914,130,Sold,39,88,57,15499,6145364,170997
2909,889,4,14,5,3212,102,Active,65,65,21,17547,7135913,249201
2910,816,1,18,2,4366,27,Sold,91,33,5,16351,6839333,386391
2911,796,2,19,4,4582,66,Sold,75,53,15,15797,6762376,305819
2912,91,2,31,1,3075,114,Sold,76,61,16,18063,3886588,178468
2913,618,1,35,1,3720,190,Sold,90,22,5,17760,6069306,280488
2914,1086,7,15,5,4947,30,Sold,34,82,35,16243,7956345,173175
2915,754,8,22,5,4169,20,Active,33,81,53,18467,6589558,150059
2916,769,3,16,2,4867,171,Sold,55,88,26,18458,6642664,280853
2917,588,3,4,1,3764,172,Active,57,89,22,17534,5952745,242944
2918,225,6,25,1,3759,77,Sold,36,96,53,17976,4439243,116582
2919,1000,8,21,4,3158,107,Sold,42,85,48,18461,7582358,103121
2920,1012,1,14,4,4511,100,Active,90,31,10,15385,7632763,604429
2921,878,4,20,2,4240,180,Sold,65,63,20,15357,7094509,313718
2922,903,7,18,5,4419,98,Active,35,94,53,17834,7191269,145412
2923,513,2,3,2,4371,69,Active,82,59,18,15114,5634563,326898
2924,1020,2,26,2,4073,66,Sold,80,46,18,17378,7663816,306550
2925,925,7,1,3,3718,103,Sold,37,96,48,15699,7271827,133067
2926,592,4,37,3,3879,91,Active,75,65,16,18404,5967596,256813
2927,70,6,18,1,3003,119,Sold,42,81,53,17646,3798829,103099
2928,1080,8,10,1,4264,178,Sold,34,81,53,15628,7934293,142998
2929,440,4,32,1,3144,183,Sold,66,50,17,16541,5337083,252927
2930,996,4,35,2,3083,12,Sold,70,51,21,16281,7564356,212983
2931,706,7,17,5,3414,196,Sold,42,96,45,15419,6412241,111187
2932,260,5,11,4,4389,135,Active,35,96,44,18290,4589558,157899
2933,35,6,39,2,4747,49,Sold,43,97,56,16128,3659765,153319
2934,790,4,35,1,3197,176,Sold,66,65,16,16615,6732223,194015
2935,154,2,38,4,4177,167,Sold,77,57,16,15981,4145814,240450
2936,64,4,35,2,4734,60,Sold,71,55,15,15762,3781728,270373
2937,647,6,28,4,3576,92,Sold,39,91,59,18269,6181368,119195
2938,288,2,30,4,3525,198,Active,80,59,14,16071,4707470,209017
2939,480,3,9,3,4336,40,Active,64,70,26,15588,5501800,267028
2940,12,4,1,5,4803,59,Sold,70,57,18,15177,3554455,292990
2941,772,2,26,5,3660,41,Sold,80,45,19,17934,6653465,234648
2942,309,1,13,2,5000,27,Sold,99,20,5,18161,4801530,677562
2943,581,2,9,4,4032,38,Sold,74,50,13,15092,5920342,308127
2944,520,2,1,3,3391,162,Active,78,55,14,16871,5667416,193020
2945,462,1,23,4,3798,51,Sold,92,30,11,18469,5422592,288714
2946,926,8,9,4,4267,13,Active,30,86,59,18152,7277227,149729
2947,323,8,18,1,3067,126,Sold,39,86,41,18493,4861836,99543
2948,565,7,28,5,3772,79,Sold,41,85,58,15216,5847884,117332
2949,541,2,40,4,4900,14,Active,72,55,13,16425,5748424,292524
2950,1023,8,15,1,3344,92,Active,39,92,44,15001,7676417,119816
2951,212,7,19,1,4694,79,Sold,36,98,52,17600,4392889,160037
2952,657,1,3,5,3326,198,Sold,99,21,5,15057,6230423,391287
2953,13,2,35,2,4619,182,Sold,81,56,16,15836,3558505,346416
2954,21,8,33,4,3297,33,Active,37,93,56,16893,3596759,104944
2955,335,6,29,1,3154,44,Active,44,92,50,16851,4920342,105224
2956,659,1,20,5,4782,183,Sold,90,22,6,16020,6237623,481201
2957,554,2,33,5,4182,96,Sold,81,50,13,18393,5799729,293782
2958,271,5,33,5,3508,74,Sold,34,91,43,15022,4640864,122605
2959,1075,4,1,3,3197,43,Sold,79,65,24,17813,7915391,179043
2960,590,2,22,5,3730,79,Sold,77,60,19,17403,5957695,291116
2961,436,8,19,5,3532,75,Sold,33,88,41,17368,5321332,114684
2962,37,1,26,2,3222,122,Sold,98,22,10,16161,3666516,249222
2963,204,5,6,4,3550,179,Sold,35,90,47,18016,4360936,117974
2964,16,1,20,1,4173,41,Sold,93,21,6,16788,3574257,497703
2965,254,2,32,3,3369,188,Sold,80,47,14,16663,4563456,180325
2966,1083,7,37,5,4907,195,Sold,34,95,55,16725,7946894,156985
2967,312,7,3,1,3138,36,Sold,31,90,52,16381,4816381,98470
2968,753,6,16,4,4962,158,Active,37,87,41,15613,6583258,157762
2969,802,1,18,5,4627,28,Sold,97,22,6,15734,6783078,369385
2970,358,6,23,5,3925,166,Sold,42,81,40,16604,5012601,141135
2971,414,8,36,2,3279,189,Sold,40,94,45,16760,5235823,115263
2972,27,7,18,3,4185,180,Active,41,80,53,15628,3622412,138741
2973,85,2,31,3,4192,72,Sold,73,57,14,17462,3864086,324556
2974,726,4,39,3,4019,122,Sold,74,55,23,18088,6486048,329395
2975,100,8,35,3,4914,84,Sold,36,84,39,15432,3918091,153277
2976,816,8,39,3,4020,153,Sold,42,84,50,16949,6840684,137693
2977,535,8,17,4,4848,77,Active,33,89,38,16626,5729972,154234
2978,960,8,2,5,3548,82,Sold,41,84,48,16892,7419441,125053
2979,593,1,4,4,4250,112,Active,92,21,7,17971,5973447,344346
2980,182,8,4,4,3935,17,Sold,43,88,46,16183,4261026,141597
2981,871,2,36,3,4218,128,Active,82,45,15,16297,7062556,236881
2982,488,3,10,5,4997,175,Sold,59,81,18,17916,5532853,271085
2983,855,6,39,3,4221,165,Active,30,85,39,17763,7006750,143463
2984,989,5,10,1,4702,184,Sold,40,95,56,15753,7541404,162294
2985,708,7,31,1,4574,155,Active,32,89,47,18084,6417641,150475
2986,473,3,7,2,3713,127,Sold,64,82,24,18051,5474797,260112
2987,277,6,20,5,3993,87,Sold,31,80,42,15407,4666516,129613
2988,792,2,23,4,3462,9,Sold,84,64,18,18397,6743924,218785
2989,870,3,31,1,3146,73,Active,54,75,26,16012,7056705,192898
2990,218,4,25,2,4358,105,Sold,72,54,24,18370,4418091,258249
2991,702,7,9,3,3399,91,Sold,42,80,35,15464,6393789,104091
2992,601,1,14,3,4101,27,Active,91,18,10,15987,6001800,330828
2993,794,2,23,4,4107,88,Sold,84,45,14,16228,6750675,222230
2994,91,1,6,1,3833,57,Sold,97,29,9,17234,3884788,462739
2995,204,8,2,4,4376,160,Active,39,80,57,16372,4355985,142027
2996,1,8,6,3,3482,26,Sold,33,94,58,15358,3504950,119579
2997,135,4,16,5,3997,189,Active,65,62,23,18321,4067956,216823
2998,517,1,25,1,3907,8,Sold,92,21,11,15162,5650315,463585
2999,630,8,32,5,3263,126,Active,38,95,44,16463,6114311,115288
3000,528,7,23,2,3555,13,Active,32,92,46,15586,5695769,118545
3001,822,1,30,4,4471,15,Sold,98,18,9,16762,6861836,340288
3002,325,2,1,5,4837,165,Sold,74,62,13,16863,4871287,338048
3003,739,8,25,1,4243,112,Sold,38,95,53,18412,6532853,136616
3004,274,1,18,5,3423,194,Sold,89,24,5,17025,4654815,467607
3005,1070,5,37,4,3676,165,Sold,44,82,39,17443,7892439,112802
3006,17,5,19,1,3475,183,Sold,39,96,50,17812,3576957,116148
3007,134,7,12,2,3893,175,Active,35,96,35,16678,4064356,119788
3008,292,8,29,4,4230,117,Sold,32,92,53,16390,4727272,149750
3009,281,7,38,5,4471,196,Sold,35,96,37,17488,4679567,143170
3010,218,2,1,3,4870,140,Sold,83,57,19,15947,4417641,339986
3011,220,5,3,3,4874,66,Sold,31,85,56,16330,4427542,157333
3012,538,1,14,2,4085,183,Sold,93,21,9,16066,5742574,525556
3013,1036,1,17,4,4663,19,Sold,89,31,11,18307,7736723,429019
3014,142,3,28,1,3851,54,Sold,56,79,18,18262,4094509,227659
3015,830,2,26,2,3288,22,Sold,73,64,19,16895,6909090,235675
3016,704,5,6,1,4036,144,Active,44,89,58,15464,6403240,142059
3017,649,6,15,2,3884,56,Sold,37,97,52,17138,6198469,139731
3018,892,2,9,4,3604,88,Sold,76,53,19,16674,7148064,219090
3019,705,6,27,1,4732,47,Sold,35,80,56,15851,6406840,145216
3020,159,4,40,3,4268,127,Sold,69,54,19,17171,4166516,303182
3021,20,6,11,2,3641,55,Sold,41,88,39,15221,3591809,127115
3022,815,6,22,5,3617,51,Active,33,88,43,17963,6836183,113509
3023,536,4,7,4,3678,52,Sold,78,60,22,15796,5734923,219536
3024,994,3,35,4,3483,36,Sold,61,70,23,16948,7556705,203875
3025,497,6,28,2,4548,151,Sold,31,99,37,16898,5573807,144299
3026,680,8,17,5,3833,42,Active,43,88,44,15287,6313231,116638
3027,494,7,30,4,3395,43,Sold,38,98,52,17173,5559405,109075
3028,1045,8,21,1,3830,30,Sold,37,97,46,17498,7773177,134464
3029,399,1,38,5,3253,188,Sold,99,20,5,15334,5184968,334978
3030,515,2,10,4,3583,38,Active,74,63,12,15600,5645814,223271
3031,795,3,1,4,3458,67,Sold,57,81,18,15719,6757425,175511
3032,401,5,10,3,4938,160,Sold,42,98,56,17406,5189468,167171
3033,1055,5,13,1,4069,45,Sold,39,93,42,18301,7832583,130802
3034,600,1,19,5,3868,41,Sold,98,25,11,17853,6000000,438476
3035,1017,6,1,2,3881,29,Sold,41,93,52,16297,7647614,128383
3036,272,7,22,3,3790,62,Sold,40,88,46,16876,4644014,131960
3037,692,5,24,5,3922,75,Active,41,81,59,17539,6359585,122978
3038,463,8,23,5,3042,104,Sold,37,82,45,16769,5428892,99443
3039,735,5,32,1,3882,46,Sold,44,99,39,15315,6520252,135163
3040,248,8,7,2,3570,33,Sold,32,92,40,16960,4540954,107528
3041,573,4,11,2,4605,91,Sold,71,64,20,17380,5884788,290131
3042,201,6,16,4,3633,116,Sold,41,90,49,15553,4343834,123369
3043,734,6,23,2,4927,106,Sold,36,98,56,17539,6513951,173795
3044,330,8,10,1,4824,15,Sold,33,90,40,16349,4892889,159221
3045,899,6,21,3,3979,150,Sold,34,91,54,16183,7172367,142297
3046,364,4,18,2,4719,25,Sold,72,57,23,17558,5032403,308842
3047,629,1,38,5,4351,74,Sold,95,27,10,15842,6104410,514310
3048,703,6,1,1,3316,31,Sold,44,97,58,17665,6398739,111418
3049,1083,3,19,2,3969,173,Sold,63,79,27,16669,7945544,259084
3050,596,8,1,2,3731,175,Active,34,81,38,15313,5984248,125944
3051,821,3,23,4,3353,197,Active,62,84,24,15584,6857785,223251
3052,1012,7,12,1,4136,48,Sold,30,97,35,16793,7634563,146720
3053,338,6,20,3,3544,143,Active,33,92,40,17323,4929342,122119
3054,849,7,18,2,4252,101,Sold,44,83,48,18346,6980648,135307
3055,238,1,26,3,3525,99,Active,88,22,8,16076,4496849,408310
3056,417,5,16,3,4356,120,Active,33,93,53,17805,5246174,148662
3057,272,1,18,5,4033,145,Sold,99,34,7,16975,4643564,363646
3058,385,1,9,1,3727,102,Active,88,28,8,18068,5118811,366262
3059,233,2,14,3,3550,88,Active,78,51,15,15778,4477497,228113
3060,714,6,8,1,4887,78,Active,39,93,47,17492,6439243,171416
3061,671,8,8,3,3763,25,Active,37,89,57,18246,6278127,113138
3062,402,1,32,4,3326,47,Active,98,28,7,15451,5194419,257424
3063,4,8,18,1,3908,146,Sold,31,95,35,17261,3518001,127432
3064,578,1,18,3,3668,157,Sold,89,23,6,17750,5910891,487230
3065,131,2,13,1,4389,47,Active,79,49,19,17312,4053105,333836
3066,1063,8,11,5,4977,54,Active,39,98,59,16292,7866336,154098
3067,956,5,21,5,3461,138,Sold,42,88,58,18358,7402790,110281
3068,548,5,30,4,3083,193,Sold,35,82,51,18249,5776777,98483
3069,797,7,16,3,4921,139,Sold,34,80,58,18400,6766426,153348
3070,258,3,28,1,3265,140,Sold,54,73,21,17555,4581458,165496
3071,1040,4,6,2,4052,21,Active,67,69,18,15540,7754275,332625
3072,529,3,5,5,4942,38,Sold,59,86,20,17077,5704770,278903
3073,891,7,34,3,3223,161,Sold,43,92,46,16749,7145364,101338
3074,99,5,40,4,4463,101,Sold,35,82,37,16054,3915841,141397
3075,293,3,33,3,4649,76,Active,57,75,18,15254,4730423,313930
3076,711,1,21,4,3133,151,Sold,92,25,5,16097,6430243,372028
3077,932,8,1,3,4858,174,Active,33,83,41,15363,7308730,162811
3078,227,7,12,4,4569,99,Active,35,92,52,16111,4452745,151371
3079,393,7,15,4,4054,90,Active,41,93,44,15554,5153915,139993
3080,587,3,20,4,4774,96,Active,53,76,23,18139,5945994,253396
3081,479,8,24,2,4839,8,Sold,44,96,59,17750,5499549,169404
3082,498,1,21,4,3843,98,Active,92,26,11,17571,5580108,420981
3083,885,7,23,3,4903,76,Sold,43,82,51,15762,7119711,160877
3084,770,5,9,5,3179,8,Sold,37,93,44,17932,6647614,104926
3085,989,1,36,3,4329,11,Active,94,25,8,17283,7538703,511634
3086,504,4,35,5,3825,73,Sold,77,67,20,15404,5604410,288835
3087,341,1,25,4,4136,161,Sold,94,19,8,18204,4945094,453719
3088,865,1,24,5,4806,85,Sold,90,23,9,17609,7034653,430690
3089,469,6,12,4,4530,96,Sold,41,98,47,18221,5454095,155152
3090,340,2,17,2,3299,14,Sold,82,55,17,16060,4940144,226496
3091,342,6,5,3,3275,151,Sold,40,97,53,15978,4948244,105088
3092,762,3,39,3,4328,79,Sold,53,72,24,15810,6617461,256730
3093,421,5,31,1,4688,189,Active,38,84,58,15312,5258325,157151
3094,782,1,31,5,4744,33,Active,92,33,8,17525,6697119,518650
3095,895,5,31,3,4224,75,Active,41,96,49,18359,7160216,134450
3096,367,4,14,4,3017,146,Sold,76,58,16,15849,5042304,159470
3097,341,1,29,4,4759,121,Active,94,18,7,15344,4943744,551854
3098,56,3,8,2,3738,147,Sold,62,73,24,15016,3746174,256696
3099,851,6,36,1,4069,108,Active,44,92,48,15166,6990549,123706
3100,967,5,4,2,3057,31,Sold,33,82,54,16800,7446894,92407
3101,242,5,2,4,3766,56,Active,42,93,59,16712,4513051,117394
3102,275,5,9,4,3337,165,Sold,31,85,53,15578,4661116,109046
3103,770,1,12,1,3331,143,Sold,95,29,11,17449,6644914,325330
3104,422,7,1,2,3357,135,Sold,36,97,37,17233,5261026,118845
3105,940,7,14,1,3642,48,Active,40,95,48,18419,7339783,117724
3106,272,8,6,5,3843,55,Sold,39,91,46,16134,4645814,123207
3107,659,8,12,5,4557,83,Active,35,98,35,15651,6236723,152022
3108,24,6,7,3,3431,39,Sold,42,88,54,15955,3610711,115041
3109,309,7,30,2,4251,187,Sold,34,96,55,17459,4799279,138421
3110,551,5,40,5,4254,163,Active,41,93,52,17647,5790279,145376
3111,70,6,25,1,4659,15,Sold,33,87,52,16361,3798379,150998
3112,600,2,10,5,3680,96,Active,75,50,18,16785,5999099,192963
3113,751,1,33,4,4700,25,Sold,96,21,7,16558,6579207,619648
3114,72,8,4,2,3590,152,Sold,43,97,58,18472,3807830,107994
3115,308,6,18,2,3327,44,Active,42,85,49,15253,4794329,103050
3116,658,5,4,1,3361,22,Active,38,95,37,16977,6234023,100971
3117,443,7,24,5,3702,47,Sold,38,85,37,16754,5352385,112837
3118,931,8,35,2,3866,153,Sold,30,82,37,17204,7302880,137560
3119,830,7,28,5,3371,165,Active,30,83,55,17273,6906840,112787
3120,234,3,23,5,3175,193,Sold,58,78,27,15671,4482448,165638
3121,23,3,23,1,4664,72,Sold,62,70,25,15342,3604410,271213
3122,151,1,14,5,3770,112,Active,95,20,5,16734,4131863,347905
3123,811,2,19,1,4922,192,Sold,72,57,12,15894,6816831,355951
3124,190,1,17,2,4940,108,Sold,99,32,10,16747,4295679,414972
3125,315,8,16,4,4231,62,Active,41,85,46,15170,4825382,139564
3126,176,8,20,4,4147,124,Sold,35,93,41,17756,4236273,140998
3127,209,4,16,2,3695,143,Sold,77,64,19,17868,4381638,234039
3128,141,3,4,4,3260,45,Active,54,87,22,17404,4091809,159672
3129,919,6,7,5,3330,118,Active,32,94,39,17424,7255625,114852
3130,1007,1,39,3,4705,182,Sold,99,23,8,16594,7612511,379552
3131,452,3,28,2,3075,28,Active,63,73,19,16854,5386588,207191
3132,219,4,32,1,4285,109,Active,74,61,15,15332,4421692,331100
3133,819,3,9,1,3099,41,Active,62,83,19,18116,6849684,160008
3134,487,1,3,4,4557,111,Sold,89,23,8,17236,5532403,486790
3135,320,5,20,5,3952,152,Sold,37,89,47,15672,4848334,135720
3136,21,7,4,1,3606,147,Sold,36,85,39,16850,3599009,117556
3137,293,5,24,2,4493,65,Sold,36,81,40,17680,4729072,153939
3138,340,1,12,1,4604,160,Sold,95,29,11,16516,4940594,613978
3139,741,3,39,2,3156,128,Active,64,70,19,17226,6538253,154558
3140,191,2,19,3,3297,73,Sold,76,53,15,15835,4298379,221171
3141,1053,7,23,4,3813,27,Sold,38,94,47,16168,7823132,136498
3142,160,8,19,4,4696,180,Active,44,80,52,15828,4167416,152817
3143,769,4,8,5,4007,42,Active,70,63,15,17114,6641314,269495
3144,533,6,11,2,4460,167,Sold,33,81,35,16843,5723222,140713
3145,1001,7,14,1,4406,68,Active,44,89,41,15193,7586408,149099
3146,380,4,10,5,3750,35,Sold,79,68,24,17460,5095409,244348
3147,151,4,36,4,3866,195,Sold,79,66,18,15307,4133663,211057
3148,469,1,7,5,3600,66,Sold,93,24,9,18396,5457695,490266
3149,984,3,24,1,3042,194,Sold,55,78,19,18107,7520252,169135
3150,358,7,7,1,4323,183,Sold,31,80,58,16123,5011251,142815
3151,735,3,32,5,4777,82,Active,56,88,26,15758,6519351,239981
3152,499,4,12,1,3538,76,Sold,69,53,15,18255,5581458,286307
3153,499,2,18,4,3821,11,Sold,76,59,19,17063,5581008,243986
3154,263,3,15,4,4474,33,Sold,63,88,20,17485,4607110,236342
3155,909,7,29,5,4004,105,Sold,31,86,41,15352,7212421,130354
3156,895,1,25,4,3905,21,Active,90,21,7,15619,7159315,293929
3157,149,4,37,3,3100,110,Active,76,57,24,17314,4126912,231767
3158,287,4,21,1,3992,43,Sold,72,53,18,18003,4701620,278504
3159,725,4,33,2,4521,20,Sold,67,60,18,18089,6482448,368403
3160,575,8,32,5,3057,133,Sold,44,96,44,16444,5896939,94321
3161,327,3,35,3,3824,20,Active,55,81,21,16886,4878037,199448
3162,892,7,36,1,4512,161,Sold,44,92,43,15098,7148964,142958
3163,525,3,35,3,4601,97,Active,55,77,23,15633,5684068,229064
3164,426,5,11,1,4817,31,Active,31,95,59,17939,5279027,155165
3165,1050,2,10,1,3043,161,Sold,79,48,14,17899,7803780,179891
3166,821,6,37,4,4938,187,Sold,39,90,59,17001,6858235,174430
3167,285,7,28,1,3715,41,Sold,44,93,57,17175,4696219,115997
3168,1082,6,7,2,3692,154,Active,41,81,47,16131,7944194,132882
3169,31,3,18,5,3527,96,Active,58,77,19,17521,3639963,197715
3170,446,6,27,1,4095,32,Sold,32,84,37,16677,5365886,138534
3171,856,5,23,5,4919,196,Sold,44,86,45,17153,7008100,148888
3172,683,2,24,4,3623,135,Sold,80,51,16,17354,6326732,182751
3173,198,8,34,4,3229,48,Active,33,84,37,18142,4331233,115663
3174,149,5,5,1,4735,37,Sold,36,90,56,16351,4126462,163054
3175,550,6,29,5,4724,138,Sold,30,87,54,17610,5787128,158774
3176,1093,3,21,3,3497,199,Sold,63,74,24,16813,7986498,215807
3177,1018,5,1,3,4761,145,Sold,38,97,53,15074,7653465,166664
3178,874,2,26,1,3870,32,Active,81,56,17,18450,7076057,298803
3179,406,5,20,1,4125,53,Sold,40,86,52,18326,5205670,143393
3180,852,7,22,4,3532,12,Active,37,90,36,15279,6996849,115306
3181,10,2,9,3,3348,112,Active,72,51,16,17111,3546354,210896
3182,974,5,30,5,4330,103,Active,35,81,52,16371,7478847,136741
3183,396,2,18,1,3809,60,Active,79,47,16,17406,5171017,213741
3184,266,7,39,4,3976,185,Sold,40,98,48,17550,4618811,143041
3185,609,5,1,2,4297,15,Sold,36,95,39,17021,6031503,130594
3186,448,3,29,2,4603,22,Sold,51,74,22,15526,5371287,321930
3187,191,4,33,3,3160,57,Sold,69,53,19,17637,4299729,215559
3188,848,1,35,1,3843,49,Sold,93,30,8,15766,6976597,424815
3189,1007,1,1,3,3700,33,Sold,93,27,8,16393,7608910,324018
3190,556,6,36,2,4145,68,Sold,33,95,47,17754,5810981,133751
3191,929,7,3,4,4365,128,Active,33,99,35,17120,7294779,141443
3192,1053,3,4,3,3438,86,Sold,57,87,20,17066,7822232,202781
3193,242,5,26,5,3224,95,Active,37,92,35,18481,4517101,106798
3194,77,1,3,2,3574,79,Active,99,28,6,15528,3830783,376780
3195,907,5,4,1,3290,95,Sold,39,93,37,17146,7203870,117854
3196,843,4,13,2,4240,119,Sold,67,67,16,15083,6956345,252399
3197,174,5,37,3,3361,21,Active,32,81,37,15783,4229072,111619
3198,590,7,5,5,4262,121,Sold,39,88,40,17128,5958595,152946
3199,362,5,20,3,4638,184,Sold,40,87,44,16522,5023402,155559
3200,956,4,2,1,4682,184,Sold,68,59,22,17245,7400540,381948
3201,1049,1,9,1,4498,57,Sold,90,24,11,18233,7799729,360492
3202,579,2,2,5,4316,183,Active,74,48,14,17761,5912241,229430
3203,77,5,15,2,3848,47,Sold,39,93,53,16761,3831233,131871
3204,1085,4,36,3,3236,183,Sold,68,61,22,16157,7950945,241753
3205,123,2,33,4,4362,43,Active,84,59,14,16486,4023402,326970
3206,71,7,27,1,4775,22,Active,33,90,42,15385,3803780,149467
3207,120,8,13,1,4668,73,Sold,38,93,51,15840,4013501,143121
3208,35,5,37,4,4694,99,Sold,38,92,49,18251,3657515,143355
3209,649,6,5,1,4522,16,Sold,35,93,47,16572,6196219,154517
3210,994,5,18,1,4922,158,Sold,39,89,54,15961,7553555,155555
3211,663,2,17,3,3205,192,Sold,80,45,19,16944,6249324,188104
3212,1017,2,13,1,3787,53,Active,82,58,17,15086,7650765,197831
3213,318,8,10,4,4397,29,Sold,33,90,56,18478,4840684,153675
3214,1033,3,22,2,4826,22,Sold,60,87,24,17179,7722322,302563
3215,644,7,7,1,4227,92,Sold,39,98,53,15920,6167866,145299
3216,1038,7,9,3,3580,122,Sold,41,91,52,16348,7747524,118613
3217,600,1,39,4,3612,97,Sold,99,23,7,17165,6000450,275261
3218,829,8,38,4,4361,85,Sold,39,95,55,16875,6901890,144532
3219,550,2,38,2,3682,137,Sold,79,50,19,17544,5784428,240812
3220,363,2,40,3,3110,164,Sold,75,47,19,17196,5030603,189338
3221,323,1,5,4,4565,155,Sold,96,33,9,16213,4864536,581535
3222,1001,6,11,4,4402,27,Sold,40,87,42,18374,7585958,144597
3223,496,7,30,5,3336,99,Sold,38,88,44,16264,5568856,108333
3224,395,7,30,5,3870,31,Sold,33,88,49,17216,5164716,117230
3225,190,8,13,1,4839,183,Sold,33,89,51,16483,4297029,155825
3226,887,1,5,4,4352,122,Sold,91,25,10,16204,7128262,449736
